"","chromosome","position","type"
"chr6_mcf_hap5_396113","chr6_mcf_hap5",396113,"noncoding"
"chr6_mcf_hap5_504745","chr6_mcf_hap5",504745,"exon"
"chr6_mcf_hap5_782794","chr6_mcf_hap5",782794,"intron"
"chr6_mcf_hap5_543480","chr6_mcf_hap5",543480,"noncoding"
"chr6_mcf_hap5_986701","chr6_mcf_hap5",986701,"intron"
"chr6_mcf_hap5_439364","chr6_mcf_hap5",439364,"noncoding"
"chr6_mcf_hap5_495545","chr6_mcf_hap5",495545,"noncoding"
"chr6_mcf_hap5_768755","chr6_mcf_hap5",768755,"exon"
"chr6_mcf_hap5_247586","chr6_mcf_hap5",247586,"intron"
"chr6_mcf_hap5_881144","chr6_mcf_hap5",881144,"exon"
"chr6_mcf_hap5_379869","chr6_mcf_hap5",379869,"intron"
"chr6_mcf_hap5_874845","chr6_mcf_hap5",874845,"intron"
"chr6_mcf_hap5_461470","chr6_mcf_hap5",461470,"intron"
"chr6_mcf_hap5_867859","chr6_mcf_hap5",867859,"intron"
"chr6_mcf_hap5_389798","chr6_mcf_hap5",389798,"exon"
"chr6_mcf_hap5_807308","chr6_mcf_hap5",807308,"intron"
"chr6_mcf_hap5_910815","chr6_mcf_hap5",910815,"exon"
"chr6_mcf_hap5_806037","chr6_mcf_hap5",806037,"exon"
"chr6_mcf_hap5_405161","chr6_mcf_hap5",405161,"intron"
"chr6_mcf_hap5_990535","chr6_mcf_hap5",990535,"intron"
"chr6_mcf_hap5_950427","chr6_mcf_hap5",950427,"intron"
"chr6_mcf_hap5_514669","chr6_mcf_hap5",514669,"intron"
"chr6_mcf_hap5_754957","chr6_mcf_hap5",754957,"noncoding"
"chr6_mcf_hap5_173713","chr6_mcf_hap5",173713,"noncoding"
"chr6_mcf_hap5_290418","chr6_mcf_hap5",290418,"noncoding"
"chr6_mcf_hap5_279176","chr6_mcf_hap5",279176,"noncoding"
"chr6_mcf_hap5_462688","chr6_mcf_hap5",462688,"intron"
"chr6_qbl_hap6_963368","chr6_qbl_hap6",963368,"noncoding"
"chr6_qbl_hap6_289965","chr6_qbl_hap6",289965,"exon"
"chr6_qbl_hap6_312333","chr6_qbl_hap6",312333,"noncoding"
"chr6_qbl_hap6_647032","chr6_qbl_hap6",647032,"exon"
"chr6_qbl_hap6_804131","chr6_qbl_hap6",804131,"exon"
"chr6_qbl_hap6_898466","chr6_qbl_hap6",898466,"exon"
"chr6_qbl_hap6_41069","chr6_qbl_hap6",41069,"exon"
"chr6_qbl_hap6_847135","chr6_qbl_hap6",847135,"noncoding"
"chr6_qbl_hap6_657830","chr6_qbl_hap6",657830,"noncoding"
"chr6_qbl_hap6_411211","chr6_qbl_hap6",411211,"intron"
"chr6_qbl_hap6_936305","chr6_qbl_hap6",936305,"exon"
"chr6_qbl_hap6_620659","chr6_qbl_hap6",620659,"noncoding"
"chr6_qbl_hap6_189449","chr6_qbl_hap6",189449,"exon"
"chr6_qbl_hap6_455174","chr6_qbl_hap6",455174,"noncoding"
"chr6_qbl_hap6_442362","chr6_qbl_hap6",442362,"exon"
"chr6_qbl_hap6_299117","chr6_qbl_hap6",299117,"exon"
"chr6_qbl_hap6_382451","chr6_qbl_hap6",382451,"intron"
"chr6_qbl_hap6_569125","chr6_qbl_hap6",569125,"intron"
"chr6_qbl_hap6_972081","chr6_qbl_hap6",972081,"intron"
"chr6_qbl_hap6_177399","chr6_qbl_hap6",177399,"exon"
"chr6_qbl_hap6_430915","chr6_qbl_hap6",430915,"intron"
"chr6_qbl_hap6_208501","chr6_qbl_hap6",208501,"noncoding"
"chr6_qbl_hap6_13867","chr6_qbl_hap6",13867,"noncoding"
"chr6_qbl_hap6_802404","chr6_qbl_hap6",802404,"noncoding"
"chr6_qbl_hap6_625541","chr6_qbl_hap6",625541,"exon"
"chr6_qbl_hap6_719281","chr6_qbl_hap6",719281,"intron"
"chr6_qbl_hap6_247891","chr6_qbl_hap6",247891,"noncoding"
"chr6_qbl_hap6_356522","chr6_qbl_hap6",356522,"exon"
"chr6_qbl_hap6_512488","chr6_qbl_hap6",512488,"noncoding"
"chr6_qbl_hap6_153121","chr6_qbl_hap6",153121,"intron"
"chr6_qbl_hap6_415380","chr6_qbl_hap6",415380,"exon"
"chr6_qbl_hap6_673478","chr6_qbl_hap6",673478,"intron"
"chr6_qbl_hap6_654263","chr6_qbl_hap6",654263,"exon"
"chr6_qbl_hap6_688197","chr6_qbl_hap6",688197,"exon"
"chr6_qbl_hap6_238330","chr6_qbl_hap6",238330,"intron"
"chr6_qbl_hap6_746972","chr6_qbl_hap6",746972,"noncoding"
"chr6_qbl_hap6_203508","chr6_qbl_hap6",203508,"noncoding"
"chr6_qbl_hap6_606163","chr6_qbl_hap6",606163,"noncoding"
"chr6_qbl_hap6_793792","chr6_qbl_hap6",793792,"intron"
"chr6_qbl_hap6_569648","chr6_qbl_hap6",569648,"intron"
"chr6_qbl_hap6_848405","chr6_qbl_hap6",848405,"intron"
"chr6_qbl_hap6_906117","chr6_qbl_hap6",906117,"exon"
"chr6_qbl_hap6_699302","chr6_qbl_hap6",699302,"noncoding"
"chr6_qbl_hap6_992235","chr6_qbl_hap6",992235,"intron"
"chr6_qbl_hap6_775391","chr6_qbl_hap6",775391,"intron"
"chr6_qbl_hap6_465305","chr6_qbl_hap6",465305,"intron"
"chr6_qbl_hap6_521518","chr6_qbl_hap6",521518,"exon"
"chr6_qbl_hap6_708034","chr6_qbl_hap6",708034,"exon"
"chr6_qbl_hap6_919636","chr6_qbl_hap6",919636,"intron"
"chr6_qbl_hap6_756895","chr6_qbl_hap6",756895,"exon"
"chr6_qbl_hap6_384101","chr6_qbl_hap6",384101,"noncoding"
"chr6_qbl_hap6_978005","chr6_qbl_hap6",978005,"exon"
"chr6_qbl_hap6_847077","chr6_qbl_hap6",847077,"noncoding"
"chr6_qbl_hap6_981399","chr6_qbl_hap6",981399,"noncoding"
"chr6_qbl_hap6_412782","chr6_qbl_hap6",412782,"noncoding"
"chr6_qbl_hap6_902882","chr6_qbl_hap6",902882,"noncoding"
"chr6_qbl_hap6_790942","chr6_qbl_hap6",790942,"exon"
"chr6_qbl_hap6_212529","chr6_qbl_hap6",212529,"intron"
"chr6_qbl_hap6_579167","chr6_qbl_hap6",579167,"intron"
"chr6_qbl_hap6_540113","chr6_qbl_hap6",540113,"intron"
"chr6_qbl_hap6_569100","chr6_qbl_hap6",569100,"noncoding"
"chr6_qbl_hap6_851482","chr6_qbl_hap6",851482,"exon"
"chr6_qbl_hap6_935124","chr6_qbl_hap6",935124,"exon"
"chr6_qbl_hap6_530073","chr6_qbl_hap6",530073,"noncoding"
"chr6_qbl_hap6_377448","chr6_qbl_hap6",377448,"intron"
"chr6_qbl_hap6_9296","chr6_qbl_hap6",9296,"noncoding"
"chr6_qbl_hap6_754557","chr6_qbl_hap6",754557,"intron"
"chr6_qbl_hap6_279465","chr6_qbl_hap6",279465,"noncoding"
"chr6_qbl_hap6_316224","chr6_qbl_hap6",316224,"noncoding"
"chr6_qbl_hap6_890164","chr6_qbl_hap6",890164,"exon"
"chr6_qbl_hap6_915189","chr6_qbl_hap6",915189,"exon"
"chr6_qbl_hap6_54390","chr6_qbl_hap6",54390,"exon"
"chr6_qbl_hap6_670003","chr6_qbl_hap6",670003,"intron"
"chr6_qbl_hap6_898695","chr6_qbl_hap6",898695,"intron"
"chr6_qbl_hap6_230387","chr6_qbl_hap6",230387,"intron"
"chr6_qbl_hap6_29792","chr6_qbl_hap6",29792,"noncoding"
"chr6_qbl_hap6_537524","chr6_qbl_hap6",537524,"intron"
"chr6_qbl_hap6_856067","chr6_qbl_hap6",856067,"noncoding"
"chr6_qbl_hap6_470406","chr6_qbl_hap6",470406,"exon"
"chr6_qbl_hap6_773137","chr6_qbl_hap6",773137,"noncoding"
"chr6_qbl_hap6_219632","chr6_qbl_hap6",219632,"noncoding"
"chr6_qbl_hap6_418592","chr6_qbl_hap6",418592,"noncoding"
"chr6_qbl_hap6_824593","chr6_qbl_hap6",824593,"intron"
"chr6_qbl_hap6_957704","chr6_qbl_hap6",957704,"exon"
"chr6_qbl_hap6_357071","chr6_qbl_hap6",357071,"exon"
"chr6_qbl_hap6_427495","chr6_qbl_hap6",427495,"exon"
"chr6_qbl_hap6_915191","chr6_qbl_hap6",915191,"exon"
"chr6_qbl_hap6_679061","chr6_qbl_hap6",679061,"intron"
"chr6_qbl_hap6_861596","chr6_qbl_hap6",861596,"exon"
"chr6_qbl_hap6_902489","chr6_qbl_hap6",902489,"intron"
"chr6_qbl_hap6_647748","chr6_qbl_hap6",647748,"intron"
"chr6_qbl_hap6_996283","chr6_qbl_hap6",996283,"intron"
"chr6_qbl_hap6_328535","chr6_qbl_hap6",328535,"noncoding"
"chr6_qbl_hap6_9291","chr6_qbl_hap6",9291,"exon"
"chr6_qbl_hap6_953439","chr6_qbl_hap6",953439,"intron"
"chr6_qbl_hap6_734831","chr6_qbl_hap6",734831,"intron"
"chr6_qbl_hap6_559887","chr6_qbl_hap6",559887,"exon"
"chr6_qbl_hap6_381436","chr6_qbl_hap6",381436,"exon"
"chr6_qbl_hap6_607148","chr6_qbl_hap6",607148,"intron"
"chr6_qbl_hap6_507791","chr6_qbl_hap6",507791,"intron"
"chr6_ssto_hap7_462768","chr6_ssto_hap7",462768,"exon"
"chr6_ssto_hap7_445484","chr6_ssto_hap7",445484,"intron"
"chr6_ssto_hap7_714962","chr6_ssto_hap7",714962,"intron"
"chr6_ssto_hap7_240704","chr6_ssto_hap7",240704,"exon"
"chr6_ssto_hap7_677233","chr6_ssto_hap7",677233,"exon"
"chr6_ssto_hap7_711859","chr6_ssto_hap7",711859,"intron"
"chr6_ssto_hap7_203194","chr6_ssto_hap7",203194,"intron"
"chr6_ssto_hap7_167301","chr6_ssto_hap7",167301,"exon"
"chr6_ssto_hap7_914783","chr6_ssto_hap7",914783,"exon"
"chr6_ssto_hap7_714773","chr6_ssto_hap7",714773,"intron"
"chr6_ssto_hap7_584755","chr6_ssto_hap7",584755,"noncoding"
"chr6_ssto_hap7_765173","chr6_ssto_hap7",765173,"exon"
"chr6_ssto_hap7_130258","chr6_ssto_hap7",130258,"exon"
"chr6_ssto_hap7_154658","chr6_ssto_hap7",154658,"noncoding"
"chr6_ssto_hap7_943500","chr6_ssto_hap7",943500,"exon"
"chr6_ssto_hap7_91390","chr6_ssto_hap7",91390,"intron"
"chr6_ssto_hap7_223490","chr6_ssto_hap7",223490,"exon"
"chr6_ssto_hap7_338627","chr6_ssto_hap7",338627,"intron"
"chr6_ssto_hap7_397492","chr6_ssto_hap7",397492,"exon"
"chr6_ssto_hap7_608507","chr6_ssto_hap7",608507,"intron"
"chr6_ssto_hap7_289943","chr6_ssto_hap7",289943,"intron"
"chr6_ssto_hap7_982030","chr6_ssto_hap7",982030,"exon"
"chr6_ssto_hap7_475864","chr6_ssto_hap7",475864,"exon"
"chr6_ssto_hap7_287245","chr6_ssto_hap7",287245,"exon"
"chr6_ssto_hap7_716736","chr6_ssto_hap7",716736,"noncoding"
"chr6_ssto_hap7_458882","chr6_ssto_hap7",458882,"noncoding"
"chr6_ssto_hap7_575114","chr6_ssto_hap7",575114,"intron"
"chr6_ssto_hap7_350558","chr6_ssto_hap7",350558,"intron"
"chr6_ssto_hap7_734572","chr6_ssto_hap7",734572,"exon"
"chr6_ssto_hap7_60218","chr6_ssto_hap7",60218,"noncoding"
"chr6_ssto_hap7_371367","chr6_ssto_hap7",371367,"noncoding"
"chr6_ssto_hap7_191842","chr6_ssto_hap7",191842,"exon"
"chr6_ssto_hap7_988502","chr6_ssto_hap7",988502,"exon"
"chr6_ssto_hap7_547097","chr6_ssto_hap7",547097,"intron"
"chr6_ssto_hap7_45022","chr6_ssto_hap7",45022,"intron"
"chr6_ssto_hap7_473811","chr6_ssto_hap7",473811,"intron"
"chr6_ssto_hap7_377484","chr6_ssto_hap7",377484,"intron"
"chr6_ssto_hap7_36503","chr6_ssto_hap7",36503,"noncoding"
"chr6_ssto_hap7_943304","chr6_ssto_hap7",943304,"exon"
"chr6_ssto_hap7_628503","chr6_ssto_hap7",628503,"noncoding"
"chr6_ssto_hap7_890350","chr6_ssto_hap7",890350,"exon"
"chr6_ssto_hap7_33386","chr6_ssto_hap7",33386,"exon"
"chr6_ssto_hap7_102171","chr6_ssto_hap7",102171,"intron"
"chr6_ssto_hap7_396669","chr6_ssto_hap7",396669,"intron"
"chr6_ssto_hap7_233415","chr6_ssto_hap7",233415,"exon"
"chr6_ssto_hap7_335299","chr6_ssto_hap7",335299,"noncoding"
"chr6_ssto_hap7_691231","chr6_ssto_hap7",691231,"intron"
"chr6_ssto_hap7_445047","chr6_ssto_hap7",445047,"exon"
"chr6_ssto_hap7_296674","chr6_ssto_hap7",296674,"intron"
"chr6_ssto_hap7_13281","chr6_ssto_hap7",13281,"intron"
"chr6_ssto_hap7_392947","chr6_ssto_hap7",392947,"intron"
"chr6_ssto_hap7_634297","chr6_ssto_hap7",634297,"noncoding"
"chr6_ssto_hap7_11860","chr6_ssto_hap7",11860,"intron"
"chr6_ssto_hap7_143242","chr6_ssto_hap7",143242,"exon"
"chr6_ssto_hap7_361266","chr6_ssto_hap7",361266,"intron"
"chr6_ssto_hap7_44141","chr6_ssto_hap7",44141,"exon"
"chr6_ssto_hap7_494800","chr6_ssto_hap7",494800,"exon"
"chr6_ssto_hap7_830817","chr6_ssto_hap7",830817,"noncoding"
"chr6_ssto_hap7_679205","chr6_ssto_hap7",679205,"noncoding"
"chr6_ssto_hap7_960409","chr6_ssto_hap7",960409,"intron"
"chr6_ssto_hap7_253187","chr6_ssto_hap7",253187,"intron"
"chr6_ssto_hap7_360964","chr6_ssto_hap7",360964,"exon"
"chr6_ssto_hap7_44722","chr6_ssto_hap7",44722,"exon"
"chr6_ssto_hap7_105697","chr6_ssto_hap7",105697,"noncoding"
"chr6_ssto_hap7_813846","chr6_ssto_hap7",813846,"intron"
"chr6_ssto_hap7_89106","chr6_ssto_hap7",89106,"exon"
"chr6_ssto_hap7_133138","chr6_ssto_hap7",133138,"noncoding"
"chr6_ssto_hap7_443089","chr6_ssto_hap7",443089,"exon"
"chr6_ssto_hap7_66299","chr6_ssto_hap7",66299,"intron"
"chr6_ssto_hap7_533696","chr6_ssto_hap7",533696,"exon"
"chr6_ssto_hap7_888820","chr6_ssto_hap7",888820,"intron"
"chr6_ssto_hap7_63327","chr6_ssto_hap7",63327,"intron"
"chr6_ssto_hap7_853459","chr6_ssto_hap7",853459,"intron"
"chr6_ssto_hap7_92252","chr6_ssto_hap7",92252,"noncoding"
"chr6_ssto_hap7_694275","chr6_ssto_hap7",694275,"noncoding"
"chr6_ssto_hap7_355392","chr6_ssto_hap7",355392,"noncoding"
"chr6_ssto_hap7_528488","chr6_ssto_hap7",528488,"intron"
"chr6_ssto_hap7_263430","chr6_ssto_hap7",263430,"intron"
"chr6_ssto_hap7_288440","chr6_ssto_hap7",288440,"noncoding"
"chr6_ssto_hap7_117648","chr6_ssto_hap7",117648,"intron"
"chr6_ssto_hap7_788704","chr6_ssto_hap7",788704,"noncoding"
"chr6_ssto_hap7_438511","chr6_ssto_hap7",438511,"exon"
"chr6_ssto_hap7_856472","chr6_ssto_hap7",856472,"exon"
"chr6_ssto_hap7_420548","chr6_ssto_hap7",420548,"intron"
"chr6_ssto_hap7_121875","chr6_ssto_hap7",121875,"intron"
"chr6_ssto_hap7_476237","chr6_ssto_hap7",476237,"exon"
"chr6_ssto_hap7_791075","chr6_ssto_hap7",791075,"noncoding"
"chr6_ssto_hap7_900287","chr6_ssto_hap7",900287,"exon"
"chr6_ssto_hap7_224950","chr6_ssto_hap7",224950,"exon"
"chr6_ssto_hap7_584151","chr6_ssto_hap7",584151,"exon"
"chr6_ssto_hap7_573171","chr6_ssto_hap7",573171,"noncoding"
"chr6_ssto_hap7_730982","chr6_ssto_hap7",730982,"intron"
"chr6_ssto_hap7_316040","chr6_ssto_hap7",316040,"noncoding"
"chr6_ssto_hap7_332251","chr6_ssto_hap7",332251,"noncoding"
"chr6_ssto_hap7_431590","chr6_ssto_hap7",431590,"intron"
"chr6_ssto_hap7_372848","chr6_ssto_hap7",372848,"intron"
"chr6_ssto_hap7_512406","chr6_ssto_hap7",512406,"noncoding"
"chr6_ssto_hap7_469957","chr6_ssto_hap7",469957,"noncoding"
"chr6_ssto_hap7_562628","chr6_ssto_hap7",562628,"noncoding"
"chr6_ssto_hap7_464928","chr6_ssto_hap7",464928,"intron"
"chr7_gl000195_random_125135","chr7_gl000195_random",125135,"exon"
"chr7_gl000195_random_187134","chr7_gl000195_random",187134,"noncoding"
"chr7_gl000195_random_171079","chr7_gl000195_random",171079,"noncoding"
"chr7_gl000195_random_848381","chr7_gl000195_random",848381,"exon"
"chr7_gl000195_random_979319","chr7_gl000195_random",979319,"exon"
"chr7_gl000195_random_553190","chr7_gl000195_random",553190,"intron"
"chr7_gl000195_random_265462","chr7_gl000195_random",265462,"exon"
"chr7_gl000195_random_592418","chr7_gl000195_random",592418,"intron"
"chr7_gl000195_random_62268","chr7_gl000195_random",62268,"intron"
"chr7_gl000195_random_571248","chr7_gl000195_random",571248,"exon"
"chr7_gl000195_random_737005","chr7_gl000195_random",737005,"exon"
"chr7_gl000195_random_201605","chr7_gl000195_random",201605,"exon"
"chr7_gl000195_random_439853","chr7_gl000195_random",439853,"exon"
"chr7_gl000195_random_823446","chr7_gl000195_random",823446,"exon"
"chr7_gl000195_random_907815","chr7_gl000195_random",907815,"intron"
"chr7_gl000195_random_431776","chr7_gl000195_random",431776,"intron"
"chr7_gl000195_random_91356","chr7_gl000195_random",91356,"noncoding"
"chr7_gl000195_random_588842","chr7_gl000195_random",588842,"noncoding"
"chr7_gl000195_random_486138","chr7_gl000195_random",486138,"noncoding"
"chr7_gl000195_random_794265","chr7_gl000195_random",794265,"noncoding"
"chr7_gl000195_random_317439","chr7_gl000195_random",317439,"intron"
"chr7_gl000195_random_93904","chr7_gl000195_random",93904,"intron"
"chr7_gl000195_random_550006","chr7_gl000195_random",550006,"intron"
"chr7_gl000195_random_834371","chr7_gl000195_random",834371,"intron"
"chr7_gl000195_random_213083","chr7_gl000195_random",213083,"noncoding"
"chr7_gl000195_random_541520","chr7_gl000195_random",541520,"exon"
"chr7_gl000195_random_350908","chr7_gl000195_random",350908,"noncoding"
"chr7_gl000195_random_277673","chr7_gl000195_random",277673,"exon"
"chr7_gl000195_random_756872","chr7_gl000195_random",756872,"noncoding"
"chr7_gl000195_random_576003","chr7_gl000195_random",576003,"exon"
"chr7_gl000195_random_178471","chr7_gl000195_random",178471,"exon"
"chr7_gl000195_random_289004","chr7_gl000195_random",289004,"exon"
"chr7_gl000195_random_489531","chr7_gl000195_random",489531,"noncoding"
"chr7_gl000195_random_636583","chr7_gl000195_random",636583,"noncoding"
"chr7_gl000195_random_588720","chr7_gl000195_random",588720,"exon"
"chr7_gl000195_random_568081","chr7_gl000195_random",568081,"exon"
"chr7_gl000195_random_88001","chr7_gl000195_random",88001,"noncoding"
"chr7_gl000195_random_569501","chr7_gl000195_random",569501,"exon"
"chr7_gl000195_random_705907","chr7_gl000195_random",705907,"noncoding"
"chr7_gl000195_random_535929","chr7_gl000195_random",535929,"noncoding"
"chr7_gl000195_random_485957","chr7_gl000195_random",485957,"noncoding"
"chr7_gl000195_random_315265","chr7_gl000195_random",315265,"noncoding"
"chr7_gl000195_random_813139","chr7_gl000195_random",813139,"exon"
"chr7_gl000195_random_63914","chr7_gl000195_random",63914,"intron"
"chr7_gl000195_random_536862","chr7_gl000195_random",536862,"exon"
"chr7_gl000195_random_377129","chr7_gl000195_random",377129,"intron"
"chr7_gl000195_random_613441","chr7_gl000195_random",613441,"exon"
"chr7_gl000195_random_446598","chr7_gl000195_random",446598,"exon"
"chr7_gl000195_random_12494","chr7_gl000195_random",12494,"noncoding"
"chr7_gl000195_random_653863","chr7_gl000195_random",653863,"noncoding"
"chr7_gl000195_random_362898","chr7_gl000195_random",362898,"noncoding"
"chr7_gl000195_random_106221","chr7_gl000195_random",106221,"intron"
"chr7_gl000195_random_934907","chr7_gl000195_random",934907,"exon"
"chr7_gl000195_random_738394","chr7_gl000195_random",738394,"noncoding"
"chr7_gl000195_random_825467","chr7_gl000195_random",825467,"noncoding"
"chr7_gl000195_random_232464","chr7_gl000195_random",232464,"intron"
"chr7_gl000195_random_174676","chr7_gl000195_random",174676,"noncoding"
"chr7_gl000195_random_477","chr7_gl000195_random",477,"noncoding"
"chr7_gl000195_random_437956","chr7_gl000195_random",437956,"intron"
"chr7_gl000195_random_150359","chr7_gl000195_random",150359,"intron"
"chr7_gl000195_random_557040","chr7_gl000195_random",557040,"noncoding"
"chr7_gl000195_random_118525","chr7_gl000195_random",118525,"exon"
"chr7_gl000195_random_124558","chr7_gl000195_random",124558,"intron"
"chr7_gl000195_random_300404","chr7_gl000195_random",300404,"intron"
"chr7_gl000195_random_203139","chr7_gl000195_random",203139,"intron"
"chr7_gl000195_random_220728","chr7_gl000195_random",220728,"noncoding"
"chr7_gl000195_random_65642","chr7_gl000195_random",65642,"noncoding"
"chr7_gl000195_random_657905","chr7_gl000195_random",657905,"noncoding"
"chr7_gl000195_random_393142","chr7_gl000195_random",393142,"exon"
"chr7_gl000195_random_248850","chr7_gl000195_random",248850,"noncoding"
"chr7_gl000195_random_984179","chr7_gl000195_random",984179,"intron"
"chr7_gl000195_random_73020","chr7_gl000195_random",73020,"intron"
"chr7_gl000195_random_992255","chr7_gl000195_random",992255,"intron"
"chr7_gl000195_random_635043","chr7_gl000195_random",635043,"noncoding"
"chr7_gl000195_random_183855","chr7_gl000195_random",183855,"exon"
"chr7_gl000195_random_487010","chr7_gl000195_random",487010,"intron"
"chr7_gl000195_random_364440","chr7_gl000195_random",364440,"noncoding"
"chr7_gl000195_random_250128","chr7_gl000195_random",250128,"noncoding"
"chr7_gl000195_random_568969","chr7_gl000195_random",568969,"intron"
"chr7_gl000195_random_73580","chr7_gl000195_random",73580,"exon"
"chr7_gl000195_random_547839","chr7_gl000195_random",547839,"noncoding"
"chr7_gl000195_random_595627","chr7_gl000195_random",595627,"intron"
"chr7_gl000195_random_210886","chr7_gl000195_random",210886,"intron"
"chr7_gl000195_random_240840","chr7_gl000195_random",240840,"exon"
"chr7_gl000195_random_788470","chr7_gl000195_random",788470,"intron"
"chr7_gl000195_random_447284","chr7_gl000195_random",447284,"noncoding"
"chr7_gl000195_random_777814","chr7_gl000195_random",777814,"noncoding"
"chr7_gl000195_random_468996","chr7_gl000195_random",468996,"noncoding"
"chr7_gl000195_random_723172","chr7_gl000195_random",723172,"noncoding"
"chr7_gl000195_random_150639","chr7_gl000195_random",150639,"noncoding"
"chr7_gl000195_random_83433","chr7_gl000195_random",83433,"noncoding"
"chr7_gl000195_random_608755","chr7_gl000195_random",608755,"exon"
"chr7_gl000195_random_605997","chr7_gl000195_random",605997,"exon"
"chr7_gl000195_random_313187","chr7_gl000195_random",313187,"exon"
"chr7_gl000195_random_82499","chr7_gl000195_random",82499,"noncoding"
"chr7_gl000195_random_870830","chr7_gl000195_random",870830,"noncoding"
"chr7_gl000195_random_749835","chr7_gl000195_random",749835,"exon"
"chr7_gl000195_random_111388","chr7_gl000195_random",111388,"intron"
"chr7_gl000195_random_847079","chr7_gl000195_random",847079,"exon"
"chr7_gl000195_random_229104","chr7_gl000195_random",229104,"exon"
"chr9_gl000201_random_456125","chr9_gl000201_random",456125,"intron"
"chr9_gl000201_random_999168","chr9_gl000201_random",999168,"noncoding"
"chr9_gl000201_random_745387","chr9_gl000201_random",745387,"intron"
"chr9_gl000201_random_225828","chr9_gl000201_random",225828,"intron"
"chr9_gl000201_random_189240","chr9_gl000201_random",189240,"exon"
"chr9_gl000201_random_535849","chr9_gl000201_random",535849,"exon"
"chr9_gl000201_random_234539","chr9_gl000201_random",234539,"exon"
"chr9_gl000201_random_919996","chr9_gl000201_random",919996,"noncoding"
"chr9_gl000201_random_418414","chr9_gl000201_random",418414,"exon"
"chr9_gl000201_random_60352","chr9_gl000201_random",60352,"exon"
"chr9_gl000201_random_563084","chr9_gl000201_random",563084,"intron"
"chr9_gl000201_random_365118","chr9_gl000201_random",365118,"intron"
"chr9_gl000201_random_128117","chr9_gl000201_random",128117,"noncoding"
"chr9_gl000201_random_425277","chr9_gl000201_random",425277,"exon"
"chr9_gl000201_random_884994","chr9_gl000201_random",884994,"intron"
"chr9_gl000201_random_19724","chr9_gl000201_random",19724,"exon"
"chr9_gl000201_random_412623","chr9_gl000201_random",412623,"exon"
"chr9_gl000201_random_916955","chr9_gl000201_random",916955,"intron"
"chr9_gl000201_random_458655","chr9_gl000201_random",458655,"exon"
"chr9_gl000201_random_762781","chr9_gl000201_random",762781,"intron"
"chr9_gl000201_random_365809","chr9_gl000201_random",365809,"exon"
"chr9_gl000201_random_995295","chr9_gl000201_random",995295,"noncoding"
"chr9_gl000201_random_805679","chr9_gl000201_random",805679,"noncoding"
"chr9_gl000201_random_55956","chr9_gl000201_random",55956,"intron"
"chr9_gl000201_random_910584","chr9_gl000201_random",910584,"intron"
"chr9_gl000201_random_572331","chr9_gl000201_random",572331,"intron"
"chr9_gl000201_random_848823","chr9_gl000201_random",848823,"noncoding"
"chr9_gl000201_random_962477","chr9_gl000201_random",962477,"intron"
"chr9_gl000201_random_700625","chr9_gl000201_random",700625,"exon"
"chr9_gl000201_random_716398","chr9_gl000201_random",716398,"exon"
"chr9_gl000201_random_983957","chr9_gl000201_random",983957,"intron"
"chr9_gl000201_random_408145","chr9_gl000201_random",408145,"exon"
"chr9_gl000201_random_721124","chr9_gl000201_random",721124,"exon"
"chr9_gl000201_random_589112","chr9_gl000201_random",589112,"intron"
"chr9_gl000201_random_991162","chr9_gl000201_random",991162,"intron"
"chr9_gl000201_random_75715","chr9_gl000201_random",75715,"exon"
"chr9_gl000201_random_97097","chr9_gl000201_random",97097,"exon"
"chr9_gl000201_random_642465","chr9_gl000201_random",642465,"exon"
"chr9_gl000201_random_696895","chr9_gl000201_random",696895,"noncoding"
"chr9_gl000201_random_536493","chr9_gl000201_random",536493,"intron"
"chr9_gl000201_random_576504","chr9_gl000201_random",576504,"noncoding"
"chr9_gl000201_random_814249","chr9_gl000201_random",814249,"noncoding"
"chr9_gl000201_random_972962","chr9_gl000201_random",972962,"intron"
"chr9_gl000201_random_70415","chr9_gl000201_random",70415,"noncoding"
"chr9_gl000201_random_30232","chr9_gl000201_random",30232,"intron"
"chr9_gl000201_random_958051","chr9_gl000201_random",958051,"noncoding"
"chr9_gl000201_random_54575","chr9_gl000201_random",54575,"exon"
"chr9_gl000201_random_732448","chr9_gl000201_random",732448,"intron"
"chr9_gl000201_random_430862","chr9_gl000201_random",430862,"intron"
"chr9_gl000201_random_31012","chr9_gl000201_random",31012,"exon"
"chr9_gl000201_random_708915","chr9_gl000201_random",708915,"exon"
"chr9_gl000201_random_736586","chr9_gl000201_random",736586,"noncoding"
